purePursuit/pp10path1,5.638632316,14.51712849,15.5737341,42.399,,10,,
purePursuit/pp20path1,-0.362594467,7.727390767,7.735893149,17.149,,20,,
purePursuit/pp26path1,0.114921093,5.543813671,5.545004678,14.649,,26,,
purePursuit/pp28path1,0.072646971,3.818200415,3.818891462,13.899,,28,,
purePursuit/pp29path1,0.602155937,3.688987935,3.737810022,13.698,,29,,
purePursuit/pp30path1,1.287025953,3.63723546,3.85822726,13.448,,30,,
purePursuit/pp31path1,0.946455465,3.805162771,3.921102098,13.498,,31,,
purePursuit/pp32path1,1.63617418,3.848047836,4.181451673,13.249,,32,,
purePursuit/pp34path1,1.727858907,3.992982737,4.350793897,13.099,,34,,
purePursuit/pp40path1,1.788237386,3.795439067,4.195610881,12.949,,40,,
purePursuit/pp50path1,1.964221833,4.685844679,5.080876673,12.649,,50,,
purePursuit/pp60path1,1.858200017,6.955364236,7.19930545,12.499,,60,,
purePursuitA1/ppa1.10path1,1.295911018,11.36181105,11.43547706,20.144,,10,,
purePursuitA1/ppa1.16path1,-0.035497001,7.001050888,7.001140877,15.895,,16,,
purePursuitA1/ppa1.18path1,-0.278292492,7.693617734,7.698649268,15.695,,18,,
purePursuitA1/ppa1.20path1,-0.144403033,6.519499135,6.521098159,15.045,,20,,
purePursuitA1/ppa1.22path1,0.06403027,6.370726914,6.371048681,14.545,,22,,
purePursuitA1/ppa1.24path1,0.68894604,5.158416387,5.204220044,14.045,,24,,
purePursuitA1/ppa1.26path1,1.079585751,4.22014329,4.356043478,13.645,,26,,
purePursuitA1/ppa1.27path1,0.563063698,4.317050554,4.353615304,13.895,,27,,
purePursuitA1/ppa1.28path1,1.002882867,3.896725498,4.023710185,13.445,,28,,
purePursuitA1/ppa1.29path1,0.716505361,4.031299035,4.094478213,13.543,,29,,
purePursuitA1/ppa1.30path1,1.510935752,4.059032457,4.331128183,13.344,,30,,
purePursuitA1/ppa1.40path1,1.728622623,3.963326495,4.323897903,12.944,,40,,
purePursuitA1/ppa1.50path1,1.582969778,6.229840553,6.427807296,12.895,,50,,
purePursuitA2/ppa2.1.44path1,2.082508734,4.222312208,4.707946794,12.792,,44,1,
purePursuitA2/ppa2.2.44path1,1.669005404,3.525037877,3.900188594,13.143,,44,2,
purePursuitA2/ppa2.3.44path1,1.513467347,3.15078027,3.495425542,13.342,,44,3,
purePursuitA2/ppa2.3.46path1,1.893463645,3.483613348,3.964942185,13.343,,46,3,
purePursuitA2/ppa2.3.48path1,1.161095892,3.797614001,3.971147916,13.493,,48,3,
purePursuitA2/ppa2.4.42path1,2.525558267,5.118980499,5.708100026,13.643,,42,4,
purePursuitA2/ppa2.4.43path1,1.970688613,3.980010588,4.441182037,13.593,,43,4,
purePursuitA2/ppa2.4.44path1,0.891518761,3.070815419,3.197610521,13.543,,44,4,
purePursuitA2/ppa2.4.45path1,1.772316734,3.131478639,3.598230825,13.392,,45,4,
purePursuitA2/ppa2.4.46path1,1.805390459,3.69519427,4.112650654,13.492,,46,4,
purePursuitA2/ppa2.4.48path1,1.257257238,3.280188556,3.512880972,13.542,,48,4,
purePursuitA2/ppa2.4.50path1,0.889992502,3.48490786,3.596758186,13.342,,50,4,
purePursuitA2/ppa2.5.20path1,0.478629072,9.274802262,9.287143952,21.343,,20,5,
purePursuitA2/ppa2.5.30path1,0.063003487,6.783002693,6.783295288,15.89,,30,5,
purePursuitA2/ppa2.5.36path1,0.786169573,6.327232254,6.375886651,14.742,,36,5,
purePursuitA2/ppa2.5.38path1,1.162364208,5.726923676,5.843692783,14.543,,38,5,
purePursuitA2/ppa2.5.40path1,2.089110446,6.272198666,6.610965025,14.193,,40,5,
purePursuitA2/ppa2.5.42path1,2.119802512,4.121597837,4.63477415,13.693,,42,5,
purePursuitA2/ppa2.5.44path1,1.998079693,3.811039864,4.303062549,13.643,,44,5,
purePursuitA2/ppa2.5.46path1,1.878208177,4.451725768,4.831721046,13.742,,46,5,
purePursuitA2/ppa2.5.48path1,1.649955634,3.396412954,3.775973324,13.543,,48,5,
purePursuitA2/ppa2.5.50path1,1.921883943,3.760194684,4.222878396,13.492,,50,5,
purePursuitA2/ppa2.6.44path1,2.074745444,4.579274664,5.027357667,13.792,,44,6,
purePursuitA2/ppa2.6.46path1,1.563677666,4.559812649,4.820475001,13.793,,46,6,
purePursuitA2/ppa2.6.48path1,1.616544165,3.591366935,3.938417385,13.642,,48,6,
followTheCarrot/ftc10.20path1,-0.618879514,7.631711063,7.656763389,16.749,,10,20,
followTheCarrot/ftc10.30path1,0.38614499,4.755761178,4.771411985,13.749,,10,30,
followTheCarrot/ftc10.40path1,2.021519488,8.123221564,8.370977817,12.198,,10,40,
followTheCarrot/ftc2.20path1,-2.404450903,13.28238462,13.49826379,15.799,,2,20,
followTheCarrot/ftc2.30path1,-3.100279944,13.79619808,14.14025521,15.649,,2,30,
followTheCarrot/ftc2.40path1,-3.014322707,13.46708599,13.80030965,14.849,,2,40,
followTheCarrot/ftc4.30path1,-0.002346988,5.176106054,5.176106586,14.349,,4,30,
followTheCarrot/ftc5.20path1,-0.36605482,5.288183128,5.30083738,14.349,,5,20,
followTheCarrot/ftc5.23path1,-0.158879935,4.780791513,4.783430811,14.599,,5,23,
followTheCarrot/ftc5.25path1,-0.070998839,4.341226156,4.341806694,14.349,,5,26,
followTheCarrot/ftc5.28path1,0.066903011,3.711891727,3.712494607,14.149,,5,28,
followTheCarrot/ftc5.30path1,0.390520543,3.210241873,3.233907725,13.799,,5,30,
followTheCarrot/ftc5.33path1,0.704414652,3.434167901,3.505668149,13.699,,5,33,
followTheCarrot/ftc5.35path1,1.21560913,3.72007447,3.913650421,13.449,,5,35,
followTheCarrot/ftc5.40path1,1.914515807,4.501657579,4.891859742,12.649,,5,40,
followTheCarrot/ftc6.30path1,0.379947502,3.888841119,3.907357848,13.849,,6,30,
ramsete/rs1.10.1path1,0.14951308,6.937911592,6.93952242,14.049,,0.1,0.001,1
ramsete/rs15.2.8path1,-2.50292946,6.994130545,7.428493654,14.299,,0.15,0.0002,8
ramsete/rs15.4.8path1,-2.757918165,8.110430999,8.566516421,14.149,,0.15,0.0004,8
ramsete/rs15.6.8path1,-1.193204795,6.388284277,6.498762473,13.649,,0.15,0.0006,8
ramsete/rs15.8.8path1,0.134638643,5.624762652,5.626373829,13.549,,0.15,0.0008,8
ramsete/rs25.18.8path1,0.508599898,4.067823196,4.099495019,13.449,,0.25,0.0018,8
ramsete/rs27.18.8path1,0.594406935,4.288566351,4.329563598,13.349,,0.27,0.0018,8
ramsete/rs28.16.8path1,0.560773212,4.330653905,4.36681003,13.499,,0.28,0.0016,8
ramsete/rs28.18.10path1,-0.008580253,4.304427159,4.304435711,13.499,,0.28,0.0018,10
